Date,Rainfall amount (millimetres),Maximum temperature (Degree C)
2018-07-07,1.2,12.9
2018-07-08,0.8,13.9
2018-07-09,1.2,13.8
2018-07-10,0.0,11.5
2018-07-11,0.0,11.6
2018-07-12,0.0,11.3
2018-07-13,0.2,13.9
2018-07-14,0.0,15.5
2018-07-15,0.0,13.8
2018-07-16,0.0,12.6
2018-07-17,0.0,17.5
2018-07-18,1.2,15.2
2018-07-19,0.0,17.6
2018-07-20,4.4,12.1
2018-07-21,0.2,14.0
2018-07-22,0.0,14.8
2018-07-23,0.2,15.4
2018-07-24,0.6,15.6
2018-07-25,6.2,15.7
2018-07-26,0.0,15.1
2018-07-27,0.0,19.5
2018-07-28,0.0,18.6
2018-07-29,2.0,14.6
2018-07-30,0.4,12.6
2018-07-31,0.0,16.2
2018-08-01,1.6,14.8
2018-08-02,0.0,16.1
2018-08-03,0.0,18.4
2018-08-04,1.6,15.3
2018-08-05,0.0,17.6
2018-08-06,0.0,13.8
2018-08-07,0.0,14.8
2018-08-08,1.0,16.0
2018-08-09,2.2,15.4
2018-08-10,0.0,20.0
2018-08-11,10.4,14.7
2018-08-12,4.6,14.8
2018-08-13,0.0,14.9
2018-08-14,0.2,16.7
2018-08-15,0.0,18.4
2018-08-16,0.2,14.7
2018-08-17,0.0,15.9
2018-08-18,2.2,13.8
2018-08-19,9.2,11.9
2018-08-20,2.0,12.4
2018-08-21,1.2,12.4
2018-08-22,1.0,14.0
2018-08-23,0.0,16.0
2018-08-24,0.0,15.4
2018-08-25,0.0,15.2
2018-08-26,0.0,14.7
2018-08-27,3.6,12.9
2018-08-28,0.2,11.2
2018-08-29,0.0,12.5
2018-08-30,0.0,16.7
2018-08-31,1.6,16.0
2018-09-01,2.2,13.4
2018-09-02,3.0,12.3
2018-09-03,0.0,13.1
2018-09-04,0.0,19.5
2018-09-05,0.0,20.2
2018-09-06,0.0,20.6
2018-09-07,3.4,15.1
2018-09-08,0.2,17.5
2018-09-09,0.0,18.1
2018-09-10,0.0,18.0
2018-09-11,0.0,24.2
2018-09-12,0.0,18.5
2018-09-13,0.0,19.7
2018-09-14,0.0,22.7
2018-09-15,0.2,13.7
2018-09-16,2.0,14.0
2018-09-17,0.0,18.1
2018-09-18,0.0,20.3
2018-09-19,3.0,14.7
2018-09-20,0.8,17.4
2018-09-21,0.0,18.9
2018-09-22,0.0,17.3
2018-09-23,0.2,13.7
2018-09-24,0.0,14.9
2018-09-25,0.0,13.6
2018-09-26,0.0,17.6
2018-09-27,0.0,24.2
2018-09-28,0.0,15.2
2018-09-29,1.2,14.0
2018-09-30,0.2,16.5
2018-10-01,0.0,23.3
2018-10-02,0.0,25.8
2018-10-03,0.0,18.1
2018-10-04,0.0,14.6
2018-10-05,0.0,20.5
2018-10-06,0.0,23.8
2018-10-07,0.0,24.7
2018-10-08,0.0,28.2
2018-10-11,0.0,20.7
2018-10-12,0.0,22.7
2018-10-13,0.0,24.9
2018-10-14,0.0,27.3
2018-10-15,0.0,27.5
2018-10-16,0.2,23.1
2018-10-17,5.2,22.6
2018-10-18,2.0,20.7
2018-10-19,0.0,27.4
2018-10-20,5.0,16.1
2018-10-21,5.6,19.2
2018-10-22,0.0,27.0
2018-10-23,0.0,18.8
2018-10-24,0.0,15.5
2018-10-25,0.0,19.5
2018-10-26,0.0,18.3
2018-10-27,0.0,19.6
2018-10-28,0.0,15.9
2018-10-29,0.0,17.0
2018-10-30,0.0,25.2
2018-10-31,0.0,19.5
2018-11-01,0.0,34.3
2018-11-02,0.0,31.6
2018-11-03,0.2,20.9
2018-11-04,0.0,20.9
2018-11-05,2.8,28.6
2018-11-06,4.4,21.4
2018-11-07,35.8,17.2
2018-11-08,3.0,17.0
2018-11-09,0.0,20.0
2018-11-10,0.0,20.3
2018-11-11,0.2,19.6
2018-11-12,0.0,30.2
2018-11-13,0.0,30.5
2018-11-14,6.2,17.3
2018-11-15,0.2,18.1
2018-11-16,0.0,19.0
2018-11-17,0.0,18.1
2018-11-18,0.0,26.6
2018-11-19,0.0,30.9
2018-11-20,0.0,27.6
2018-11-21,24.2,23.2
2018-11-22,6.2,16.4
2018-11-23,6.0,14.5
2018-11-24,7.0,16.9
2018-11-25,0.8,18.8
2018-11-26,0.0,18.6
2018-11-27,0.2,20.0
2018-11-28,0.0,20.8
2018-11-29,0.6,18.7
2018-11-30,0.0,20.8
2018-12-01,0.0,31.7
2018-12-02,10.4,19.5
2018-12-03,0.0,23.6
2018-12-04,0.0,20.5
2018-12-05,0.0,25.2
2018-12-06,0.0,35.5
2018-12-07,0.0,38.0
2018-12-08,0.0,30.3
2018-12-09,1.2,20.1
2018-12-10,0.0,20.6
2018-12-11,0.0,23.6
2018-12-12,0.0,33.6
2018-12-13,16.2,21.1
2018-12-14,16.6,22.7
2018-12-15,41.2,24.8
2018-12-16,3.8,23.5
2018-12-17,2.0,21.8
2018-12-18,0.0,20.8
2018-12-19,0.0,26.9
2018-12-20,0.0,21.2
2018-12-21,1.0,20.9
2018-12-22,9.8,19.1
2018-12-23,0.0,26.9
2018-12-24,0.0,34.2
2018-12-25,0.0,23.9
2018-12-26,0.0,23.8
2018-12-27,0.0,37.4
2018-12-28,0.0,36.4
2018-12-29,1.2,23.9
2018-12-30,0.6,22.7
2018-12-31,0.8,23.5
2019-01-01,0.0,26.2
2019-01-02,0.0,22.2
2019-01-03,0.0,29.5
2019-01-04,0.0,42.6
2019-01-05,0.4,21.2
2019-01-06,1.4,22.1
2019-01-07,0.0,23.1
2019-01-08,0.0,24.1
2019-01-09,0.6,20.5
2019-01-10,0.0,21.4
2019-01-11,0.0,30.4
2019-01-12,0.0,24.7
2019-01-13,0.0,30.5
2019-01-14,0.0,32.3
2019-01-15,0.0,30.4
2019-01-16,0.0,26.7
2019-01-17,0.0,32.5
2019-01-18,0.2,28.7
2019-01-19,2.0,23.5
2019-01-20,0.0,22.9
2019-01-21,0.0,25.1
2019-01-22,0.0,26.8
2019-01-23,0.0,23.9
2019-01-24,0.0,40.8
2019-01-25,0.0,42.8
2019-01-26,0.0,26.1
2019-01-27,0.0,27.8
2019-01-28,0.0,34.5
2019-01-29,0.0,36.8
2019-01-30,0.0,38.1
2019-01-31,6.6,21.5
2019-02-01,0.0,24.2
2019-02-02,0.0,34.4
2019-02-03,0.0,38.2
2019-02-04,0.0,22.7
2019-02-05,0.0,26.9
2019-02-06,0.0,34.7
2019-02-07,11.0,28.3
2019-02-08,0.0,23.1
2019-02-09,0.0,19.7
2019-02-10,4.8,23.3
2019-02-11,0.0,27.5
2019-02-12,0.0,21.5
2019-02-13,2.8,19.2
2019-02-14,0.0,23.2
2019-02-15,0.0,22.8
2019-02-16,0.0,23.2
2019-02-17,0.0,29.0
2019-02-18,0.0,23.6
2019-02-19,0.0,20.2
2019-02-20,0.0,23.2
2019-02-21,0.0,20.4
2019-02-22,0.0,21.2
2019-02-23,0.0,25.8
2019-02-24,0.0,32.9
2019-02-25,0.0,34.2
2019-02-26,0.0,22.3
2019-02-27,0.0,25.7
2019-02-28,0.0,36.8
2019-03-01,0.0,38.1
2019-03-02,0.0,36.3
2019-03-03,0.0,36.0
2019-03-04,0.0,24.6
2019-03-05,0.0,24.3
2019-03-06,1.6,17.2
2019-03-07,2.0,22.1
2019-03-08,0.0,26.8
2019-03-09,0.0,24.7
2019-03-10,0.0,23.7
2019-03-11,0.2,21.8
2019-03-12,0.0,19.2
2019-03-13,0.0,18.6
2019-03-14,0.2,20.8
2019-03-15,0.0,22.2
2019-03-16,0.0,25.6
2019-03-17,0.0,25.6
2019-03-18,0.0,28.2
2019-03-19,0.0,23.4
2019-03-20,0.0,23.4
2019-03-21,0.0,24.3
2019-03-22,0.0,28.6
2019-03-23,1.8,31.3
2019-03-24,2.0,29.3
2019-03-25,0.2,19.0
2019-03-26,0.0,20.3
2019-03-27,0.0,21.7
2019-03-28,0.0,27.9
2019-03-29,0.0,28.5
2019-03-30,1.8,15.6
2019-03-31,2.2,18.5
2019-04-01,0.2,17.1
2019-04-02,0.0,25.9
2019-04-03,0.0,24.7
2019-04-04,0.0,21.9
2019-04-05,0.0,28.5
2019-04-06,0.0,20.1
2019-04-07,0.0,26.5
2019-04-08,0.0,23.1
2019-04-09,1.6,16.3
2019-04-10,1.4,15.8
2019-04-11,0.0,17.3
2019-04-12,0.2,24.9
2019-04-13,0.0,20.7
2019-04-14,0.0,22.5
2019-04-15,0.0,27.4
2019-04-16,0.0,30.3
2019-04-17,0.0,30.0
2019-04-18,0.0,17.7
2019-04-19,0.0,22.1
2019-04-20,0.0,30.2
2019-04-21,0.0,27.0
2019-04-22,0.8,17.6
2019-04-23,0.0,18.5
2019-04-24,0.0,23.2
2019-04-25,0.0,21.5
2019-04-26,3.0,15.8
2019-04-27,0.0,16.2
2019-04-28,0.0,17.4
2019-04-29,0.0,18.1
2019-04-30,0.0,23.1
2019-05-01,0.0,22.8
2019-05-02,3.6,20.2
2019-05-03,0.2,20.7
2019-05-04,0.2,16.4
2019-05-05,2.0,16.3
2019-05-06,0.2,16.7
2019-05-07,0.0,18.7
2019-05-08,5.2,17.4
2019-05-09,0.6,16.2
2019-05-10,7.2,14.2
2019-05-11,8.2,16.4
2019-05-12,0.0,17.7
2019-05-13,0.0,18.1
2019-05-14,0.0,20.2
2019-05-15,0.0,15.8
2019-05-16,0.0,16.1
2019-05-17,0.0,18.6
2019-05-18,0.0,21.5
2019-05-19,0.2,21.8
2019-05-20,0.4,19.6
2019-05-21,0.4,20.4
2019-05-22,0.0,22.3
2019-05-23,0.0,21.3
2019-05-24,0.0,20.2
2019-05-25,1.6,19.8
2019-05-26,6.6,15.1
2019-05-27,8.2,14.0
2019-05-28,0.2,15.7
2019-05-29,1.2,10.6
2019-05-30,5.8,13.3
2019-05-31,1.4,14.3
2019-06-01,2.4,14.6
2019-06-02,0.0,14.5
2019-06-03,15.4,12.0
2019-06-04,3.2,12.9
2019-06-05,0.0,13.0
2019-06-06,0.0,14.8
2019-06-07,0.0,16.6
2019-06-08,0.0,18.7
2019-06-09,0.0,18.0
2019-06-10,3.0,19.2
2019-06-11,0.0,17.9
2019-06-12,0.6,16.5
2019-06-13,2.6,17.4
2019-06-14,2.2,17.3
2019-06-15,2.6,15.2
2019-06-16,0.0,16.7
2019-06-17,3.4,17.9
2019-06-18,0.0,13.7
2019-06-19,0.8,11.9
2019-06-20,1.6,11.3
2019-06-21,3.0,12.6
2019-06-22,0.4,11.8
2019-06-23,1.2,9.6
2019-06-24,0.0,16.0
2019-06-25,0.0,17.0
2019-06-26,0.2,18.0
2019-06-27,0.0,17.5
2019-06-28,0.0,19.5
2019-06-29,0.8,17.6
2019-06-30,6.4,14.5
2019-07-01,0.0,14.1
2019-07-02,0.0,15.9
2019-07-03,0.0,13.7
2019-07-04,0.0,13.5
2019-07-05,0.0,19.1
2019-07-06,0.0,19.4
2019-07-07,0.2,18.2
2019-07-08,5.2,16.0
2019-07-09,0.2,15.0
2019-07-10,0.2,15.4
2019-07-11,6.4,14.3
2019-07-12,2.4,15.7
2019-07-13,4.4,12.0
2019-07-14,0.8,13.1
2019-07-15,4.4,14.3
2019-07-16,1.8,13.9
2019-07-17,0.0,13.7
2019-07-18,0.4,14.3
2019-07-19,1.6,15.7
2019-07-20,0.0,17.1
2019-07-21,0.0,16.6
2019-07-22,0.0,15.6
2019-07-23,1.6,15.2
2019-07-24,8.0,14.4
2019-07-25,0.0,14.8
2019-07-26,0.0,14.0
2019-07-27,6.8,15.3
2019-07-28,0.0,15.1
2019-07-29,0.0,14.6
2019-07-30,0.8,12.5
2019-07-31,0.0,12.5
2019-08-01,0.0,13.8
2019-08-02,0.4,12.7
2019-08-03,0.0,13.9
2019-08-04,1.0,13.1
2019-08-05,0.0,15.8
2019-08-06,0.4,13.5
2019-08-07,0.0,14.1
2019-08-08,10.8,13.9
2019-08-09,2.0,10.1
2019-08-10,4.2,12.5
2019-08-11,6.0,12.9
2019-08-12,8.8,12.0
2019-08-13,0.0,13.1
2019-08-14,0.2,13.8
2019-08-15,0.0,16.2
2019-08-16,0.0,16.9
2019-08-17,3.8,16.5
2019-08-18,0.0,19.4
2019-08-19,4.0,12.3
2019-08-20,0.4,17.0
2019-08-21,0.2,16.6
2019-08-22,1.6,13.0
2019-08-23,0.0,15.1
2019-08-24,0.0,18.0
2019-08-25,1.2,12.9
2019-08-26,0.0,14.4
2019-08-27,0.0,15.3
2019-08-28,0.0,13.4
2019-08-29,6.2,13.0
2019-08-30,0.2,15.3
2019-08-31,0.0,18.2
2019-09-01,0.0,19.6
2019-09-02,2.4,17.6
2019-09-03,0.6,19.6
2019-09-04,0.0,18.7
2019-09-05,3.4,21.2
2019-09-06,2.0,16.0
2019-09-07,1.0,12.9
2019-09-08,0.6,15.1
2019-09-09,5.6,12.8
2019-09-10,2.6,14.8
2019-09-11,0.0,20.8
2019-09-12,0.0,20.8
2019-09-13,0.0,18.6
2019-09-14,0.0,20.0
2019-09-15,1.6,21.8
2019-09-16,13.0,12.8
2019-09-17,0.0,14.8
2019-09-18,0.0,18.9
2019-09-19,0.0,24.0
2019-09-20,0.0,26.2
2019-09-21,0.0,19.4
2019-09-22,4.6,15.5
2019-09-23,2.0,15.2
2019-09-24,1.4,15.1
2019-09-25,0.0,16.6
2019-09-26,0.0,20.3
2019-09-27,0.0,18.8
2019-09-28,0.2,14.9
2019-09-29,0.0,15.8
2019-09-30,0.0,14.1
2019-10-01,0.0,20.5
2019-10-02,0.0,26.5
2019-10-03,0.0,29.7
2019-10-04,0.0,15.2
2019-10-05,1.8,24.3
2019-10-06,0.0,24.8
2019-10-07,0.0,16.4
2019-10-08,2.6,14.2
2019-10-09,5.8,15.0
2019-10-10,0.2,14.7
2019-10-11,0.0,18.9
2019-10-12,0.0,20.4
2019-10-13,0.0,23.1
2019-10-14,0.2,26.7
2019-10-15,0.0,18.0
2019-10-16,0.0,20.4
2019-10-17,4.4,15.2
2019-10-18,0.8,22.1
2019-10-19,0.8,15.3
2019-10-20,0.8,16.4
2019-10-21,0.0,17.0
2019-10-22,0.0,19.6
2019-10-23,0.0,27.9
2019-10-24,0.2,33.8
2019-10-25,0.0,21.6
2019-10-26,3.8,15.5
2019-10-27,1.2,17.0
2019-10-28,1.4,21.6
2019-10-29,0.0,30.5
2019-10-30,0.0,25.1
2019-10-31,0.0,33.7
2019-11-01,0.0,34.3
2019-11-02,4.2,18.9
2019-11-03,12.4,20.7
2019-11-04,1.2,16.2
2019-11-05,10.2,19.6
2019-11-06,0.0,24.1
2019-11-07,0.0,17.7
2019-11-08,6.8,15.0
2019-11-09,6.4,14.2
2019-11-10,0.2,18.1
2019-11-11,0.0,29.6
2019-11-12,0.6,17.4
2019-11-13,1.6,17.3
2019-11-14,0.8,22.4
2019-11-15,0.0,18.5
2019-11-16,0.0,17.2
2019-11-17,0.0,16.2
2019-11-18,0.0,26.9
2019-11-19,0.0,18.6
2019-11-20,0.0,34.7
2019-11-21,0.0,40.9
2019-11-22,0.0,20.0
2019-11-23,0.0,23.8
2019-11-24,0.0,23.7
2019-11-25,0.0,27.4
2019-11-26,2.0,16.4
2019-11-27,0.0,24.8
2019-11-28,0.0,21.1
2019-11-29,0.0,19.7
2019-11-30,8.0,18.4
2019-12-01,0.0,16.8
2019-12-02,3.4,15.5
2019-12-03,0.4,22.2
2019-12-04,0.0,23.0
2019-12-05,0.0,23.9
2019-12-06,0.0,20.8
2019-12-07,0.0,21.0
2019-12-08,0.0,27.6
2019-12-09,0.0,38.0
2019-12-10,0.0,17.2
2019-12-11,0.0,18.1
2019-12-12,0.0,18.4
2019-12-13,0.0,20.9
2019-12-14,0.0,20.1
2019-12-15,0.0,21.7
2019-12-16,0.0,22.6
2019-12-17,0.0,26.3
2019-12-18,0.0,40.1
2019-12-19,0.0,23.3
2019-12-20,0.0,43.5
2019-12-21,0.0,20.2
2019-12-22,0.0,19.6
2019-12-23,0.0,20.0
2019-12-24,0.0,24.5
2019-12-25,0.0,27.9
2019-12-26,0.0,20.5
2019-12-27,0.0,23.9
2019-12-28,0.0,28.4
2019-12-29,0.0,33.2
2019-12-30,0.0,40.8
2019-12-31,2.4,21.2
2020-01-01,0.0,24.9
2020-01-02,0.0,25.0
2020-01-03,0.0,36.6
2020-01-04,0.0,26.8
2020-01-05,2.2,16.7
2020-01-06,8.2,18.0
2020-01-07,1.2,20.1
2020-01-08,0.0,23.8
2020-01-09,0.0,31.9
2020-01-10,0.0,32.9
2020-01-11,15.6,19.3
2020-01-12,0.0,19.9
2020-01-13,0.0,32.2
2020-01-14,0.0,33.8
2020-01-15,0.0,36.8
2020-01-16,19.6,19.6
2020-01-17,0.0,24.8
2020-01-18,0.0,29.4
2020-01-19,0.0,25.5
2020-01-20,0.4,21.8
2020-01-21,44.0,23.5
2020-01-22,0.0,31.7
2020-01-23,22.8,22.6
2020-01-24,1.2,24.1
2020-01-25,0.0,27.4
2020-01-26,0.0,23.6
2020-01-27,0.0,23.1
2020-01-28,0.0,25.4
2020-01-29,0.0,31.5
2020-01-30,0.0,39.4
2020-01-31,0.0,42.9
2020-02-01,0.8,29.3
2020-02-02,14.8,25.1
2020-02-03,0.0,17.7
2020-02-04,0.0,19.7
2020-02-05,0.0,20.1
2020-02-06,0.0,25.5
2020-02-07,0.0,23.2
2020-02-08,0.0,29.4
2020-02-09,0.0,28.2
2020-02-10,0.6,27.7
2020-02-11,0.0,25.9
2020-02-12,0.0,27.7
2020-02-13,0.0,31.7
2020-02-14,0.0,33.7
2020-02-15,5.4,19.3
2020-02-16,2.8,26.4
2020-02-17,0.0,25.6
2020-02-18,0.0,21.8
2020-02-19,38.0,19.7
2020-02-20,3.2,18.7
2020-02-21,2.8,19.6
2020-02-22,0.0,21.1
2020-02-23,0.0,34.0
2020-02-24,0.0,23.7
2020-02-25,3.6,31.6
2020-02-26,4.0,19.2
2020-02-27,0.2,19.7
2020-02-28,0.0,20.1
2020-02-29,0.0,22.4
2020-03-01,0.0,32.1
2020-03-02,3.0,18.4
2020-03-03,0.0,19.5
2020-03-04,0.0,23.5
2020-03-05,54.6,20.3
2020-03-06,7.0,19.0
2020-03-07,0.2,20.0
2020-03-08,0.0,22.4
2020-03-09,0.0,21.0
2020-03-10,0.0,22.3
2020-03-11,0.0,29.5
2020-03-12,0.0,29.5
2020-03-13,0.0,26.8
2020-03-14,0.6,17.9
2020-03-15,0.0,18.8
2020-03-16,0.0,26.5
2020-03-17,0.0,28.2
2020-03-18,0.0,28.3
2020-03-19,0.0,30.4
2020-03-20,0.0,22.7
2020-03-21,0.0,18.4
2020-03-22,0.0,18.3
2020-03-23,0.4,17.1
2020-03-24,0.0,17.9
2020-03-25,0.0,17.5
2020-03-26,0.0,19.8
2020-03-27,0.0,27.6
2020-03-28,0.0,27.5
2020-03-29,0.0,26.4
2020-03-30,5.2,21.7
2020-03-31,0.0,21.4
2020-04-01,0.0,23.1
2020-04-02,23.0,20.7
2020-04-03,15.8,23.2
2020-04-04,35.2,16.6
2020-04-05,4.4,16.9
2020-04-06,6.2,16.5
2020-04-07,1.4,16.4
2020-04-08,1.2,18.6
2020-04-09,0.0,21.2
2020-04-10,0.2,22.0
2020-04-11,2.4,15.7
2020-04-12,2.4,15.3
2020-04-13,0.0,18.3
2020-04-14,0.6,23.4
2020-04-15,0.0,23.5
2020-04-16,0.2,21.5
2020-04-17,0.0,18.4
2020-04-18,0.0,16.4
2020-04-19,0.0,19.4
2020-04-20,3.4,20.8
2020-04-21,0.0,19.6
2020-04-22,0.0,18.2
2020-04-23,0.0,19.7
2020-04-24,0.4,22.3
2020-04-25,0.0,21.7
2020-04-26,14.0,17.7
2020-04-27,0.6,18.1
2020-04-28,0.0,18.9
2020-04-29,3.4,19.8
2020-04-30,23.6,15.5
2020-05-01,8.0,13.0
2020-05-02,1.4,14.2
2020-05-03,1.8,15.0
2020-05-04,0.2,14.8
2020-05-05,0.4,19.5
2020-05-06,0.0,20.1
2020-05-07,0.0,21.1
2020-05-08,0.0,19.6
2020-05-09,0.6,14.0
2020-05-10,7.0,14.5
2020-05-11,0.6,17.1
2020-05-12,0.2,14.8
2020-05-13,1.4,14.5
2020-05-14,2.8,14.7
2020-05-15,0.0,15.3
2020-05-16,0.0,18.0
2020-05-17,0.0,18.5
2020-05-18,0.0,19.4
2020-05-19,0.0,17.7
2020-05-20,15.6,15.8
2020-05-21,12.4,13.7
2020-05-22,11.4,13.6
2020-05-23,0.0,13.5
2020-05-24,3.0,13.8
2020-05-25,0.0,16.0
2020-05-26,0.0,18.5
2020-05-27,0.0,17.1
2020-05-28,0.0,17.6
2020-05-29,0.0,17.1
2020-05-30,0.0,17.1
2020-05-31,0.0,17.8
2020-06-01,5.0,11.2
2020-06-02,11.6,15.6
2020-06-03,0.6,14.1
2020-06-04,0.0,13.8
2020-06-05,0.0,14.6
2020-06-06,0.0,13.3
2020-06-07,0.0,11.8
2020-06-08,0.0,12.6
2020-06-09,0.2,15.3
2020-06-10,0.0,16.7
2020-06-11,0.0,16.9
2020-06-12,0.0,15.3
2020-06-13,0.0,16.4
2020-06-14,5.8,15.2
2020-06-15,0.0,18.4
2020-06-16,0.0,17.9
2020-06-17,0.4,14.6
2020-06-18,0.0,16.9
2020-06-19,0.0,17.8
2020-06-20,1.4,16.9
2020-06-21,0.0,12.0
2020-06-22,0.0,13.0
2020-06-23,2.2,14.4
2020-06-24,0.4,14.9
2020-06-25,0.0,15.9
2020-06-26,1.2,13.8
2020-06-27,0.0,13.1
2020-06-28,0.2,12.5
2020-06-29,0.0,15.4
2020-06-30,0.0,15.2
2020-07-01,0.0,17.4
2020-07-02,1.2,15.1
2020-07-03,0.0,10.3
2020-07-04,7.8,14.5
2020-07-05,4.6,12.5
2020-07-06,1.0,13.1
2020-07-07,1.4,11.8
2020-07-08,0.0,15.7
2020-07-09,0.0,17.2
2020-07-10,0.0,16.9
2020-07-11,0.0,11.4
2020-07-12,6.8,14.2
2020-07-13,3.4,15.1
2020-07-14,0.0,14.2
2020-07-15,0.2,14.7
2020-07-16,0.0,11.5
2020-07-17,0.0,12.8
2020-07-18,0.0,12.5
2020-07-19,0.0,15.3
2020-07-20,0.6,13.8
2020-07-21,0.4,12.9
2020-07-22,0.0,13.3
2020-07-23,2.2,12.0
2020-07-24,0.0,13.5
2020-07-25,0.0,12.2
2020-07-26,0.0,12.8
2020-07-27,0.0,13.5
2020-07-28,0.4,15.6
2020-07-29,0.0,16.3
2020-07-30,0.0,14.2
2020-07-31,0.0,17.1
2020-08-01,0.0,16.4
2020-08-02,0.0,18.2
2020-08-03,0.0,16.0
2020-08-04,1.2,10.5
2020-08-05,5.8,11.3
2020-08-06,0.8,12.8
2020-08-07,0.0,12.7
2020-08-08,6.8,14.9
2020-08-09,0.2,15.8
2020-08-10,0.0,14.8
2020-08-11,0.0,15.8
2020-08-12,0.8,15.9
2020-08-13,1.2,18.1
2020-08-14,0.8,18.1
2020-08-15,2.8,14.9
2020-08-16,0.4,15.0
2020-08-17,0.0,16.3
2020-08-18,0.2,17.2
2020-08-19,1.2,12.7
2020-08-20,3.8,15.7
2020-08-21,0.4,14.1
2020-08-22,4.4,11.1
2020-08-23,25.6,11.5
2020-08-24,2.8,12.4
2020-08-25,0.0,13.0
2020-08-26,0.0,14.5
2020-08-27,0.0,20.7
2020-08-28,1.4,17.6
2020-08-29,0.0,19.3
2020-08-30,0.0,19.8
2020-08-31,1.0,12.5
2020-09-01,0.0,15.7
2020-09-02,0.0,22.0
2020-09-03,0.0,19.9
2020-09-04,0.0,17.3
2020-09-05,0.2,16.6
2020-09-06,0.2,19.2
2020-09-07,0.0,22.9
2020-09-08,0.0,19.9
2020-09-09,1.0,15.6
2020-09-10,0.0,21.4
2020-09-11,0.0,19.4
2020-09-12,1.6,16.0
2020-09-13,11.8,17.2
2020-09-14,0.0,16.6
2020-09-15,0.0,15.8
2020-09-16,0.0,22.8
2020-09-17,0.8,15.5
2020-09-18,0.0,18.7
2020-09-19,0.0,26.3
2020-09-20,0.0,22.0
2020-09-21,0.0,19.8
2020-09-22,0.0,18.9
2020-09-23,0.2,15.1
2020-09-24,1.6,15.0
2020-09-25,3.2,11.9
2020-09-26,9.4,13.4
2020-09-27,3.0,13.4
2020-09-28,0.0,13.6
2020-09-29,0.0,21.0
2020-09-30,0.6,19.4
2020-10-01,1.8,19.5
2020-10-02,0.0,26.0
2020-10-03,0.0,29.4
2020-10-04,0.0,29.5
2020-10-05,12.8,12.7
2020-10-06,1.0,12.6
2020-10-07,3.2,17.2
2020-10-08,5.4,16.9
2020-10-09,1.2,16.7
2020-10-10,0.0,19.4
2020-10-11,0.0,16.0
2020-10-12,0.0,25.5
2020-10-13,0.2,16.6
2020-10-14,0.0,22.7
2020-10-15,0.0,24.8
2020-10-16,1.4,18.2
2020-10-17,8.4,19.2
2020-10-18,0.2,15.2
2020-10-19,0.0,15.5
2020-10-20,0.0,16.6
2020-10-21,0.0,18.1
2020-10-22,0.0,18.0
2020-10-23,0.0,19.7
2020-10-24,32.2,14.9
2020-10-25,6.4,14.6
2020-10-26,0.0,17.9
2020-10-27,0.0,19.6
2020-10-28,0.0,20.9
2020-10-29,0.0,24.3
2020-10-30,0.0,18.6
2020-10-31,0.0,16.8
2020-11-01,0.0,17.0
2020-11-02,0.0,29.5
2020-11-03,0.0,30.4
2020-11-04,0.0,22.8
2020-11-05,2.8,15.8
2020-11-06,0.2,16.6
2020-11-07,1.6,16.1
2020-11-08,0.0,19.5
2020-11-09,0.0,29.0
2020-11-10,0.0,32.0
2020-11-11,0.0,28.3
2020-11-12,4.0,25.5
2020-11-13,0.0,20.6
2020-11-14,0.2,21.0
2020-11-15,0.0,32.5
2020-11-16,0.0,24.3
2020-11-17,0.0,21.1
2020-11-18,0.0,29.5
2020-11-19,0.0,34.4
2020-11-20,0.0,20.2
2020-11-21,0.0,25.7
2020-11-22,0.0,28.2
2020-11-23,30.2,18.8
2020-11-24,6.0,20.3
2020-11-25,0.0,30.5
2020-11-26,0.0,19.4
2020-11-27,0.0,36.0
2020-11-28,0.0,22.9
2020-11-29,2.8,18.6
2020-11-30,1.0,27.2
2020-12-01,0.0,26.2
2020-12-02,0.2,18.6
2020-12-03,0.0,23.7
2020-12-04,0.0,22.9
2020-12-05,0.0,28.4
2020-12-06,1.4,20.5
2020-12-07,2.6,17.3
2020-12-08,6.0,17.1
2020-12-09,0.0,21.5
2020-12-10,0.6,17.7
2020-12-11,0.0,21.1
2020-12-12,0.0,28.1
2020-12-13,0.0,30.2
2020-12-14,0.0,33.7
2020-12-15,0.0,33.5
2020-12-16,0.0,24.6
2020-12-17,0.0,25.7
2020-12-18,7.6,18.4
2020-12-19,0.2,19.9
2020-12-20,0.0,18.9
2020-12-21,0.0,21.5
2020-12-22,13.2,20.4
2020-12-23,6.0,19.5
2020-12-24,1.0,18.7
2020-12-25,0.0,20.0
2020-12-26,0.0,27.4
2020-12-27,0.0,31.9
2020-12-28,3.2,17.8
2020-12-29,0.0,21.3
2020-12-30,0.0,21.4
2020-12-31,0.0,21.2
2021-01-01,0.0,29.9
2021-01-02,0.0,29.0
2021-01-03,12.6,26.2
2021-01-04,2.6,18.6
2021-01-05,11.2,19.1
2021-01-06,1.2,19.2
2021-01-07,0.0,25.7
2021-01-08,0.0,24.3
2021-01-09,0.0,27.9
2021-01-10,0.0,33.5
2021-01-11,0.0,36.7
2021-01-12,0.0,21.6
2021-01-13,0.0,27.0
2021-01-14,0.0,22.2
2021-01-15,0.0,20.6
2021-01-16,2.6,20.1
2021-01-17,0.0,20.2
2021-01-18,0.0,22.6
2021-01-19,0.0,18.9
2021-01-20,0.0,22.6
2021-01-21,0.0,31.6
2021-01-22,0.0,25.0
2021-01-23,0.0,26.7
2021-01-24,0.0,37.8
